kr,en
『전통시장 및 상점가 육성을 위한 특별법』제19조에 따라 다음 각 호의 어느 하나에 해당하는 경우 점포주가 발급하는 영수증을 소지한 자에게는 최초 2시간까지 주차요금의 50퍼센트를 할인한다.,"In any of the following cases, pursuant to Article 19 of the Special Act on the Development of Traditional Markets and Shopping Centers, 50 percent of the parking fees shall be discounted by the first two hours for a person who has a receipt issued by a store owner:"
"가로판매대, 구두수선대, 생활정보지 통합배포대, 그 밖에 이와 유사한 것. 다만, 생활정보지 통합배포대는 생활정보지사가 공동으로 제작한 것만 해당한다.","Street vending stands, shoe repair booths, integrated distribution stand of living information magazines, and other similar ones: Provided, That the integrated distribution stand of living information magazines shall be limited to those jointly produced by the living information magazine company."
가로청소용 등으로 필요한 경우에는 구청장은 공공용봉투의 필요량을 사용할 수 있다.,"Where  necessary for street cleaning, etc., the head of the Gu may use the required volume of the public garbage bag."
"가입범위, 보상범위 및 가입대상자에 대한 세부사항 등은 구청장이 따로 정하며 그 밖의 사항은 보험약관에 따른다.","The head of the Gu shall set aside the scope of the subscription, scope of compensation, and details of the person to be subscribed to, and other matters shall be subject to the insurance policy."
"가축을 사육하고자 하는 자는 서울특별시 강동구청장(이하 “구청장”이라 한다)의 허가를 받아야 한다. 다만, 다음 각 호의 어느 하나에 해당하는 장소에서 사육 또는 계류하는 가축으로서 규칙으로 정하는 경우에는 그러하지 아니하다.","Any person who intends to breed livestock shall obtain permission from the head of Gangdong-gu Seoul Metropolitan Government (hereinafter referred to as the ""head of the Gu""): Provided, That the same shall not apply to livestock raised or moored at a place falling under any of the following, as prescribed by the Rules:"
"가축사육 제한구역의 지정, 변경 또는 해제가 필요하다고 인정하는 경우에는 해당 구역과 그 구역의 경계에 있는 주민의 의견을 수렴하고 「행정절차법」 제46조에 따른 행정예고를 거친 후 이를 고시하여야 한다.","Where it is deemed necessary to designate, change or cancel a restricted livestock-raising zone, the opinions of the residents at the boundary of the relevant zone as well as the relevant zone shall be collected and publicly notified after the pre-announcement of administrative measures under Article 46 of the Administrative Procedures Act."
가능한 한 강사는 별지 제4호 서식에 따라 매회 강좌 운영일지를 작성하여 구청장에게 제출하도록 한다.,"As far as possible, an instructor shall prepare a daily operation report of each lecture in accordance with attached Form 4 and submit it to the head of the Gu."
가내공업폐기물은 수도권매립지에 등록된 지정차량으로 운반이 용이하도록 생활폐기물과 혼합되지 않도록 성상별로 분리·배출하여야 한다.,Household industrial waste shall be separated and discharged according to their characteristics so that they are not mixed with municipal waste so that they can be easily transported by designated vehicles registered in the metropolitan area landfill.
"각급 학교에 대한 교육경비 보조 기준액은 당해 연도 예산액의 범위에서 지원할 수 있다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 보조금을 교부할 수 없다.","The standard subsidy for educational expenses for schools of various levels may be subsidized within the budget of the relevant year: Provided, That no subsidy shall be granted in any of the following cases:"
"각급기관의 장은 제34조 제2항에 따른 신고를 받은 때에는 별지 제4호서식의 비상소집연락망을 즉시 정비·보완 후 당직관리부서에 통보하고, 수시로 이를 점검하여야 한다.","When the head of agencies of various levels has received the report under Article 34 (2), the emergency call network of the attached form shall immediately be maintained and supplemented, then notified to the duty control department and checked from time to time."
"각 위원회는 회의록과 녹음기록을 충실하게 작성하여야 하며, 회의록에는 다음 각호의 사항을 기록하여야 한다.","Each committee shall faithfully prepare the minutes of meeting and records, and the following matters shall be recorded in the minutes of meeting:"
"각 예술단체 지휘자(안무가), 반주자(훈련장, 악장), 일반단원의 임기는 2년으로 하되 필요시 객원지휘자로 할 수 있으며, 보궐 위촉된 단원의 임기는 전임단원의 남은 기간으로 한다.","The conductor (choreographer), the accompanist (training chief, musical director) and the general member of each art troupe shall serve two years, but may be replaced by a guest conductor if necessary, and the member who has been appointed for the vacancy of the post shall serve the remainder of the term of the full-time member."
각 예술단체 단원에게는 별표 2의 수당을 예산의 범위 내에서 지급할 수 있다.,Allowances specified in attached Table 2 may be paid to members of each arts organization within budget.
각 초소(지역)에는 초소장 1명과 기능직 또는 청원경찰이나 지도원 1명을 배치함을 원칙으로 하되 지역 실정에 따라 인원을 증·감 배치할 수 있다.,"In principle, one chief officer and one technical officer or petition officer or one instructor shall be stationed in each guard post (area), but the number of personnel may be increased or decreased according to the actual conditions of the area."
"각 협의체 위원의 임기는 2년으로 하되, 2회에 한하여 연임할 수 있다. 다만, 대표협의체 공동위원장과 실무협의체, 동 지역보장협의체 위원장은 1회에 한하여 연임할 수 있다.","The term of office of members of each council shall be two years, but may be renewed only twice: Provided, That the co-chairperson of the consultative body of representatives and the Chairperson of the working-level consultative body, and the dong local security council may be reappointed only once."
각 협의체 위원장은 해당 협의체를 대표하고 해당 협의체의 업무를 총괄한다.,The Chairperson of each council shall represent the respective council and shall have overall control over the affairs of the council.
"각 협의체 및 회의에 출석한 위원·관계인 등에게는 예산의 범위에서 수당 등 필요한 경비를 지급할 수 있다. 다만, 구 소속 공무원인 위원은 예외로 한다.","The necessary expenses such as allowances may be paid to the members of each council and related persons who attended the meetings within budgetary limits: Provided, That this shall not apply to a member who is a public official belonging to the Gu."
각 협의체 및 동 협의체의 간사는 위원장의 명을 받아 회의시 회의록을 기록·작성하는 등 각 협의체 및 동 협의체의 행정사무를 처리한다.,"The executive secretary of each council and dong council shall handle the administrative affairs of each council and dong council, including recording and preparing meeting minutes at the time of the meeting under the order of the Chairperson."
각 협의체 및 동 협의체의 보궐위원 임기는 전임자 임기의 남은 기간으로 한다.,The term of office of a supplementary member of each council and dong council shall be the remainder of the predecessor's term of office.
"각 협의체의 위원장은 해당 협의체의 회의를 소집하고, 그 의장이 된다.",The Chairperson of each council shall convene and preside over the meetings of the respective council.
각 협의체의 회의에 참석한 위원·전문가 등에는 「부산광역시 강서구 위원회 실비변상 조례」에 따라 수당과 여비 등 필요한 경비를 지급할 수 있다.,"The members, experts, etc. who attend the meetings of each council may be paid necessary expenses, such as allowances and travel expenses, in accordance with the Gangseo-gu Busan Metropolitan City Committee Ordinance on Compensation for Actual Expenses."
"각 반에는 대표 1명과 부대표 1명을 두되, 대표는 반원 과반수 참석에 과반수 찬성을 얻은 사람으로 하고, 부대표는 대표가 지명한다.","Each ban shall have one representative and one deputy representative, and the representative shall be a person who has obtained the majority approval for the attendance of the majority of the members of the ban, and the deputy representative shall be appointed by the representative."
각 서울특별시 광진구 각급기관(이하 “기관”이라 한다)에서의 권한대행(이하 “대행”이라 한다) 및 직무대리(이하 “대리”라 한다)에 관하여 법령이나 조례 또는 규칙으로 따로 규정한 것을 제외하고는 이 규칙이 정한 바에 따른다.,"Except as otherwise expressly provided for in the statutes, ordinances, or rules concerning the substitutional agency(hereinafter referred to as ""execution as agent"") and acting on behalf (hereinafter referred to as ""substitute"") at each grade of agencies of Gwangjin-gu Seoul Metropolitan Government (hereinafter referred to as ""agency"") shall be governed by the provisions of these Rules."
"각 기관 및 부서에 대한 차량 정수는 기관 및 부서의 차량 수요를 고려하여 구청장이 배정한다. 다만, 승용 차량은 별표 2의 범위 내에서 배정해야 한다.","The quota of vehicles for each agency and department shall be allocated by the head of the Gu in consideration of the demand of vehicles from the agencies and departments: Provided, That passenger vehicles shall be allocated within the scope of attached Table 2."
각 기관의 장은 특별한 사유가 없는 한 별지 제1호서식에 따른 당직명령을 근무예정일 7일 전까지 하여야 한다.,"The head of each agency shall issue a watch-keeping service order in attached Form 1 by no later than seven days before the scheduled date of service, unless there is a particular reason."
각 기관에 대한 차량정수는 별표2의 정수 범위에서 서울특별시 강남구청장(이하 “구청장”이라 한다)이 배정한다.,"The number of vehicles for each agency shall be allocated by the head of Gangnam-gu Seoul Metropolitan Government (hereinafter referred to as the ""head of the Gu"") within the quota of the attached Table 2."
각 합창단의 임원회는 회장과 부회장 각 1명을 포함하여 10명 이내의 임원으로 구성한다.,"Each choir's executive board shall be comprised of up to ten executive members, including one chairperson and one vice-chairperson."
각 부서의 장은 기록관장의 기록물 폐기계획에 따라 별지 제1호서식 기록물평가심의서를 기록관장에게 제출하여야 한다.,The heads of each department shall submit to the Director of Records Management a review of records assessment in attached Form 1 in accordance with the records disposal plan of the Director of Records Management.
각 부서의 장은 소속직원의 복무상황을 매 분기별로 복무총괄 관리부서에 통보하여야 한다.,The head of each department shall inform the general service management department of the service status of its employees on a quarterly basis.
각 분과의 위원장은 위원회 위원장과 협의하여 회의를 연2회 이상 개최해야 하고 그 밖의 분과위원회 운영에 관한 사항은 위원회 운영 규정을 따른다.,"The chairperson of each subcommittee shall hold meetings at least twice a year in consultation with the chairperson of the Committee, and matters concerning the operation of subcommittees shall be governed by the operating rules of the Committee."
"각 회의의 위원장은 각각 그 회의를 대표하며, 소관 회의의 업무를 총괄한다.","The chairperson of each meeting shall represent the meeting, and exercise overall control over the affairs of the meeting."
"각 상임위원은 선임된 날로부터 2년간 재임한다. 다만, 총선거 후 처음 선임된 위원의 임기는 그 선임된 날부터 개시하여 의원의 임기 개시후 2년이 되는 날까지로 한다.","Each standing member shall serve for two years from the date of appointment: Provided, That the term of the members appointed for the first time after the general election shall begin from the date of their appointment until the second year after the commencement of the term of the members of the National Assembly."
"각 상임위원회는 위원장 1명과 간사 1명을 두되, 상임위원장과 간사는 상임위원회에서 무기명 투표를 통해 최다득표자가 상임위원장으로 선정된다.","Each standing committee shall have one chairperson and one executive secretary, and the chairperson of standing committee and executive secretary shall be selected as the standing committee chairperson by the secret ballot at the standing committee."
각 동장은 관할 구역에 설치된 공립 작은도서관이 효율적으로 관리될 수 있도록 작은도서관 담당자를 지정·운영하여야 한다.,Each head of a Dong shall designate and operate a small library manager so that the small public library established within his/her jurisdiction can be efficiently managed.
"각 담당관·과장이 제2조제1항의 규정에 따른 법률사안의 자문을 받고자 할 때에는 법무업무 담당 부서장과 사전에 협의하여야 하고, 자문 받은 결과를 법무업무 담당 부서장에게 통보하여야 한다.","When each officer in charge or department manager intends to seek legal advice on legal matters under Article 2 (1), he/she shall consult with the head of the department in charge of legal affairs in advance, and notify the head of the department in charge of legal affairs of the results of the consultation."
각 담당관·과·동장이 정책회의의 심의를 요청하고자 할 때에는 기획예산과장의 사전검토를 거쳐 별지서식에 의한 심의안 10부를 작성하여 위원장에게 제출하여야 한다.,"When each officer in charge, department manager, or head of a Dong intends to request the deliberation of a policy meeting, he/she shall prepare 10 copies of a proposal for deliberation pursuant to the attached Form after prior review by the head of the planning and budget department and submit it to the chairperson."
각 과장 또는 관서의 장이 제4조와 제5조에 따라 서울시 및 중앙심사를 요청하려는 경우에는 기획예산과장을 경유하여 서울시장 및 행정안전부장관이 정하는 바에 따라 투자심사의뢰서를 제출한다.,"Where the head of each department or the head of an agency intends to request the Seoul Metropolitan Government to conduct a central examination pursuant to Articles 4 and 5, he/she shall submit a request for investment examination, as prescribed by the Mayor of Seoul Metropolitan Government and the Minister of the Interior and Safety via the Director of the Planning and Budget Department."
"각 과장은 배정된 예산에 대하여 법 제34조 및 시행령 제38조에 따라 관서의 장에게 일상경비를 교부하여 집행하고자 할 때는 재무과장의 합의를 받아 일상경비교부서(별지 제80호서식)를 송부하고, 지출원에게 일상경비의 교부를 요구하여야 한다.","When the head of each department intends to issue daily expenses to the head of the agency pursuant to Article 34 of the Act and Article 38 (6) of the Enforcement Decree in regard to the allocated budget, he/she shall send the department for comparison of daily work and the head office (in attached Form 80) with the agreement of the head of the finance department; And request the disbursement officer to issue the daily expenses."
각동 협의회 회장은 필요에 따라 구 재활용추진협의회에 참석의견을 제시할 수 있다.,The chairperson of each dong council may present his/her opinion to the recycling promotion council of the Gu as necessary.
간호사복은 하복과 동복으로 구분하며 착용기간은 다음과 같다. 다만 보건소장은 근무여건 및 기후 등에 따라 그 착용기간을 변경할 수 있다.,"Nurses' uniforms shall be divided into summer uniforms and winter uniforms, and the wearing period shall be as follows: Provided, That the head of the public health clinic may change the wearing period depending on working conditions, weather, etc."
간행물 제작 부서의 장은 저작권 침해 여부 등을 검토한 후 심의를 의뢰하여야 한다.,The head of the publication production department shall request deliberation after reviewing for copyright infringement.
"간사와 서기는 회의록에 회의일시 및 장소, 출석위원의 직·성명, 회의안건과 심의내용 등을 기록하여야 한다.","The executive secretary and clerk shall record the date, time and venue of the meeting, the position and name of the members present, the agenda, and the details of deliberation in the minutes."
간사는 각 협의체 위원장의 명을 받아 회의시 회의록을 기록·작성하는 등 해당 협의체의 행정사무를 처리한다.,The executive secretary shall take care of the administrative affairs of the respective council by recording and preparing the minutes of the meeting at the time of the meeting under the order of the chairperson of the respective council.
간사는 위원회 개최 7일전까지 상정안건 및 심의일정을 위원회 위원 및 심의요구 부서의 장에게 통보한다.,The executive secretary shall announce the agenda and schedule of the review to the Committee members and the head of the review request department by seven days prior to the commencement of the Committee meeting.
"간사는 위원회 사무를 처리하고 회의록을 기록·관리하여야 하며, 「공공기관의 정보공개에 관한 법률」에 따라 공개해야 한다.","The executive secretary shall handle the affairs of the Committee, record and manage the minutes, and disclose them in accordance with the Official Information Disclosure Act."
간사는 위원회 운영을 위한 심의자료 및 행정사항 등 행정실무를 담당하고 관계기록을 유지한다.,"The executive secretary shall be in charge of the administrative affairs, such as the deliberation data and administrative matters for the operation of the Committee, and shall maintain the relevant records."
"간사는 위원회 등의 회의에서 발언할 수 있고, 위원회 등의 회의록을 작성·비치한다.","The executive secretary may speak at meetings of the Committee, etc., and shall prepare and keep minutes of meetings of the Committee, etc."
"간사는 위원회의 회의 시에는 다음 각 호의 사항을 회의록으로 작성·보관하여야 하며, 작성한 회의록은 3년간 보관하여야 한다.","The executive secretary shall prepare and keep the following matters in the meeting minutes of the Committee, and the prepared meeting minutes shall be kept for three years:"
"간사는 위원회의 업무를 처리하고, 위원회의 회의사항에 관한 회의록을 작성하여 갖추어 두어야 한다.","The executive secretary shall handle the affairs of the Committee, and prepare and keep meeting minutes of the Committee."
간사는 위원회를 주관하는 과의 과장이 되고 서기는 업무를 담당하는 담당주사로 한다.,"The head of the department in charge of the committee shall be the executive secretary, and the officer in charge of the affairs shall be the clerk. "
"간사는 위원장의 명을 받아 위원회 사무를 처리하고, 심의안건에 대한 제반사항을 조사하여 회의에 올려야 한다.",The executive secretary shall handle the affairs of the Committee under the order of the chairperson and investigate the matters on the agenda for deliberation and post them at the meeting.
"간사는 감사담당관이 되고, 사무직원은 감사담당관 소속 직원 중에서 감사담당관이 지정한다.","The audit officer shall be appointed as the executive secretary, and the administrative clerk shall be appointed by the audit officer from among his/her staff. "
간사는 정책회의 회의록 및 실무조정위원회 회의록(이하 “회의록”이라 한다)을 작성·관리하여야 한다.,"The executive secretary shall prepare and manage the meeting minutes of the policy meeting and the meeting minutes of the working mediation committee (hereinafter referred to as the "" meeting minutes"")."
"간사는 정책회의와 실무조정회의 회의결과를 정리하여 회의록과 함께 구청장에게 보고하고, 그 회의상정 요청부서에 회의결과를 통보하여야 한다.","The executive secretary shall summarize the results of the policy meeting and the working coordination meeting and shall report together with the meeting minutes to the head of the Gu, and notify the result of the meeting to the department requesting the meeting."
"간사는 제출된 심의요구서를 수합, 위원회를 개최할 수 있도록 준비하고 일정을 조정한다.",The executive secretary shall prepare a written request for deliberation and prepare and adjust the schedule to hold the Committee.
"간사는 교통행정과장이 되고, 서기는 위원장이 지정하는 교통안전업무 담당 공무원이 되며 회의록 작성과 보존업무 등을 맡는다.","The head of traffic administrative section shall be the executive secretary, and a  public official in charge of traffic safety affairs designated by the chairperson shall be the clerk, taking charge of the preparation and preservation of minutes."
간사는 구 도시계획위원회 운영을 주관하는 과의 과장이 되고 서기는 도시계획위원회 담당팀장으로 한다.,"The executive secretary shall serve as the head of the section in charge of the operation of the Gu's urban planning committee, and the clerk shall serve as the head of the team in charge of the urban planning committee."
"간사는 장애인복지업무 담당 팀장이 되고, 서기는 장애인복지업무 담당 공무원으로 한다.","The head of the team in charge of the welfare affairs of persons with disabilities shall be the executive secretary, and the public official in charge of the welfare of persons with disabilities shall be the clerk."
간사는 별지 제9호서식의 회의록 및 별지 제10호서식의 심의의결서를 작성·보고하여야 한다.,The executive secretary shall prepare and report the meeting minutes in attached Form 9 and the review resolution in the attached Form 10.
"간사는 다음 각 호의 업무를 수행하고, 주요 처리사항을 협의회에 보고하여야 한다.",The executive secretary shall perform the following duties and report important matters handled to the Council:
간사는 심의회 회의 개최 2일 전까지 안건을 각 위원들에게 배부하여야 한다.,The executive secretary shall distribute the agenda to each member by two days before the opening of the meeting of the deliberation council.    
간사는 심의회 회의 후 회의록을 작성하고 위원장과 의회에서 추천한 위원 1인의 서명날인을 받아 보존하여야 한다.,The executive secretary shall prepare the meeting minutes after the meeting of the deliberation council and preserve them after receiving the signatures and seals of the chairperson and one member recommended by the council.
간사는 심의회의 의결사항과 관련하여 조치하여야 할 사항 등을 주관과장에게 통보하여야 한다.,The executive secretary shall notify the director of the relevant division of the matters to be taken in connection with the resolution of the deliberation council.
"간사는 심의회의 회의록을 별지 제2호서식에 따라 작성하되, 별지 제3호서식의 심의의결서를 첨부한다.","The executive secretary shall prepare the meeting minutes of the deliberation council in accordance with attached Form 2, and attach a written resolution on deliberation in attached Form 3."
간사는 심의회의 회의를 개최하는 때에는 별지 제16호서식에 의한 회의록을 작성하여야 한다.,The executive secretary shall prepare the meeting minutes in the attached Form 16 when holding a meeting of the deliberation council.
"간사는 공동주택 지원업무를 주관하는 과장이 되며, 서기는 공동주택지원업무를 담당하는 주사가 된다.","The director in charge of the affairs of the support for apartment houses shall be the executive secretary, and the chief in charge of the affairs of support for apartment houses shall be the clerk."
"간주처리한 예산의 배정은 소관부서의 요구에 의거 배정하며, 그 밖의 절차 등은 제20조를 준용한다.","The allocation of the deemed budget shall be allocated at the request of the competent department, and Article 20 shall apply mutatis mutandis to other procedures, etc."
감면 항목이 2개 이상 해당되는 경우 감면비율이 가장 높은 항목 1개만 적용한다.,"Where two or more items for reduction apply, only one item with the highest reduction rate shall apply."
감리를 수행하는 데 필요한 절차와 방법 등에 관한 사항은 다른 법률에 특별히 규정되어 있지 않는 한「전자정부법」을 준용한다.,"The Electronic Government Act shall apply mutatis mutandis to the procedures, methods, etc. necessary to conduct supervision, unless otherwise provided for in other Acts."
감사반장은 감사기간 중 또는 감사 종료 후 감사결과와 관련하여 긴급을 요하는 중요사항이 발생한 경우에는 지체 없이 감사부서의 장에게 그 내용 및 처리방향 등을 보고하여야 한다.,"Where an important matter occurs urgently in connection with the audit results during the audit period or after the audit is terminated, the audit team leader shall, without delay, report the details and direction of handling, etc. to the head of the audit department."
감사반장은 감사실시 중 경미한 사항 또는 단시일 내 해당기관에서 시정할 수 있는 사항이 있는 때에는 수감기관의 장에게 즉시 그 시정 등을 요구할 수 있다.,"The audit team leader may, when there are minor matters during the audit or there is any matter that can be corrected within the relevant agency within a short time, request the head of the competent administrative agency to make a correction immediately."
"감사 또는 조사위원회가 감사 또는 조사를 함에 있어 사무보조가 필요한 때에는 의회 전문위원 및 사무직원, 외부전문가 등의 보조를 받을 수 있다.","When an audit or investigation committee requires administrative assistance in the course of conducting an audit or investigation, it may receive assistance from the council expert, clerical staff, external experts, etc."
감사 또는 조사위원회는 감사 조사활동을 보조하고자료의 수집을 위하여 의회 사무국직원의 보조를 받을 수 있다.,"The audit or investigation committee may assist the audit and investigation activities, and receive the support of the staff of the secretariat of the council for the collection of data."
감사 또는 조사를 행하는 상임위원회 및 특별위원회 (이하 “위원회”라한다) 는　영 제41조에 따른 감사 또는 조사계획서 범위내에서 실시하여야 한다.,"The standing committee and the special committee (hereinafter referred to as the ""committee"") that conducts an audit or investigation shall conduct it within the scope of an audit or investigation plan under Article 41 of the Decree."
"감사 기간은 30일 이내로 한다. 다만, 정당한 사유가 있는 경우에는 감사기간을 1회에 한하여 10일간 연장할 수 있으며, 감사기간을 연장하고자 할 경우에는 사전에 관리주체 등에게 연장사유를 통보하여야 한다.","The audit period shall not exceed 30 days: Provided, That where there is a justifiable ground, the audit period may be extended only once for ten days, and where it is intended to extend the audit period, the reason for the extension shall be notified in advance to the management authority, etc."
"감사 기간은 30일 이내로 한다. 다만, 정당한 사유가 있는 경우에는 연장할 수 있으며, 이 경우 사전에 관리주체 등에게 연장사유를 통보하여야 한다.","The audit period shall not exceed 30 days: Provided, That where there is a justifiable ground, the audit period may be extended only once for ten days, and the reason for the extension shall be notified in advance to the management authority, etc."
감사기구의 장은 감사결과 처분요구 및 조치사항에 대한 사후 관리의 적정성 확보를 위하여 필요한 경우 현지 확인·점검을 할 수 있다.,"The head of an audit organization may, where necessary for the confirmation of the appropriateness of follow-up management of a request for processing and measures taken as a result of the audit, conduct an on-site confirmation and inspection."
감사부서의 장은 감사보고 및 처리에 대하여 별지 제9호서식에 따라 시공감사처리대장을 정리하여야 한다.,The head of the audit and inspection department shall organize the audit records of audit of construction in accordance with attached Form 9.
"감사부서의 장은 필요한 경우 구청장에게 제1항에 따라 보고 받은 중요사항의 전부 또는 일부를 보고할 수 있으며, 보고를 받은 구청장은 적정한 조치를 하여야 한다.","Where necessary, the head of the audit and inspection department may report the whole or part of important matters reported pursuant to paragraph (1) to the head of the Gu, and the head of the Gu shall take appropriate measures."
감사부서의 장은 손해의 보전 등을 위하여 시급하게 처리할 필요가 있거나 법적 쟁점 등으로 인하여 신중한 검토가 필요한 사항이 있을 경우에는 다른 감사결과와 분리하여 처리할 수 있다.,"Where the head of an audit organization needs to make an urgent action for compensating for the damage, etc. or there is any matter requiring a careful examination due to legal issues, etc., the head of the audit and inspection department may handle it separately from the results of other audits."
감사부서의 장은 재심의신청의 처리에 필요한 경우 신청인 또는 관련자의 의견을 듣거나 보완 자료를 요청할 수 있다.,The head of the audit and inspection department may hear the opinions of the applicant or related persons or request supplementary materials if necessary for handling the request for re-deliberation.
"감사부서의 장은 심의결과를 최종양정 결정시 최대한 반영하여야 하며, 신청인 및 신청인의 소속기관(부서)의 장에게 통보하여야 한다.","The head of the audit and inspection department shall reflect the results of deliberation as much as possible in determining the final position, and shall notify the applicant and the head of the agency (department) of the results."
감사는 협의회의 구 운영경비 지원금에 대하여 결산을 협의회에 보고하여야 한다.,The auditor shall report the settlement of accounts to the Council on the subsidy for the operation expenses of the Council.
"감사는 비상임으로 하며 구청장이 임면하고, 감사를 임면할 때에는 위원회에서 추천한 자 중에서 임명하거나 구 소속 공무원(감사부서의 장은 제외)이 겸임할 수 있다.","The auditor shall be non-standing and appointed and dismissed by the head of the Gu and when appointing an auditor, he/she may be appointed from among the persons recommended by the Committee, or public officials belonging to the Gu (excluding the head of the audit department)."
감사는 결과보고서를 작성하여 연 1회 이상 주민에게 공개하고 구청장에게 제출한다.,The auditor shall prepare a report on the results and disclose it to residents at least once a year and submit it to the head of the Gu.
감사는 주민자치회의 회계와 주민자치회에서 결정한 사항의 집행에 대하여 감사하고 결과보고서를 작성하여 구청장에게 제출하여야 한다.,"The auditor shall audit the accounting of the residents' self-governing council and the execution of the matters determined by the residents' self-governing council, and prepare a report on the result and submit it to the head of the Gu."
"감사계획을 통보받은 관리주체는 해당 공동주택단지의 인터넷 홈페이지, 관리사무소 및 단지내 게시판, 서울특별시 공동주택 통합정보마당에 제1항의 감사계획을 공개하여 이해관계인이 알 수 있도록 하여야 한다.","The management authority in receipt of the audit plan shall disclose the audit plan under paragraph (1) to the website of the relevant multi-family housing complex, the management office, bulletin and the Seoul Metropolitan Government Multi-Family Housing Integrated Information Center so that interested parties may be aware of it. "
"감사계획을 통보 받은 관리주체는 즉시 게시판, 공동주택 단지의 인터넷 홈페이지 등에 공개하여 이해관계인이 알 수 있도록 하여야 한다.","The management authority in receipt of the audit plan shall immediately disclose it to the bulletin board, the website of the multi-family housing complex so that interested parties may be aware of it.  "
"감사담당관은 「공공감사에 관한 법률 시행령」제19조에 따라 감사계획, 감사결과, 이행결과 등 감사활동 정보를 감사정보시스템에 입력·관리하여야 한다.","The audit officer shall enter and manage information on audit activities, such as audit plans, audit results, and implementation results, in the audit information system pursuant to Article 19 of the Enforcement Decree of the Act on Public Sector Audits."
"감사담당관은 제1항의 감사활동정보를 다음 각 호에 따라 광진구 인터넷홈페이지에 공개하여야 한다. 다만,「공공기관의 정보공개에 관한 법률」제9조제1항 각 호의 어느 하나에 해당하는 정보는 공개하지 아니한다.","The audit officer shall disclose information on audit activities referred to in paragraph (1) on the Gwangjin-gu website pursuant to the following: Provided, That the information falling under any subparagraph of Article 9 (1) of the Official Information Disclosure Act shall not be disclosed:"
감사담당관은 구민감사관을 지정하여 주요 사업의 추진실태 등을 감사하게 할 수 있다.,The audit officer may designate a Gu resident inspector and have the inspector audit the actual status of the implementation of major projects.
감사담당관은 자체적으로 검토가 어려운 경우「부패방지 및 국민권익위원회의 설치와 운영에 관한 법률 시행령」제30조의 규정에 따라 국민권익위원회에 평가를 요청할 수 있다.,"Where an audit officer is unable to conduct an independent review, he/she may request the Anti-Corruption and Civil Rights Commission to conduct an evaluation pursuant to Article 30 of the Enforcement Decree of the Act on the Prevention of Corruption and the Establishment and Operation of the Anti-Corruption and Civil Rights Commission."
감사담당관은 평가를 실시할 때에 별표1 및 별표2의 점검기준표에 따라 유의하여 판단한다.,"When an evaluation officer conducts an evaluation, the audit officer shall implement it in accordance with the inspection standards table in attached Tables 1 and 2."
"감사담당자 등은 관련 법령을 준수하고 그 직무를 성실하게 수행하여야 하며, 정당한 사유가 없는 한 감사기간 중에 개인적인 일을 도모하거나 출장지를 이탈하여서는 아니 된다.","Auditors, etc. shall comply with relevant Act and subordinate statutes, perform their duties in good faith, and shall not seek personal work or leave a place during the audit period, except in extenuating circumstances."
감사담당자 등은 감사원 및 감사·회계전문기관으로부터 감사계획 또는 방법에 대한 자문을 받거나 감사·회계교육을 이수하는 등 감사업무에 필요한 전문지식과 실무경험을 갖추어야 한다.,"Auditors, etc. shall have expert knowledge and practical experience necessary for audit and inspection, such as consultation on audit plans or methods, or completion of audit and accounting education, from the Board of Audit and Inspection and specialized audit institutions."
"감사담당자 등은 직무의 범위를 벗어나 자신의 지위나 권한을 이용하거나, 개인적인 일 또는 감사활동에 소요되는 비용을 감사대상기관의 직원 등 이해관계인에게 부담시켜서는 아니 된다.","An auditor, etc. shall not use his/her position or authority beyond the scope of his/her duties, or shall not impose any burden on an interested person, such as an employee of an institution subject to audit, to cover expenses incurred in conducting personal activities or audit activities."
감사공무원은 적출된 사건과 관련하여 대상기관 직원이나 이해관계인으로부터 청탁을 받았을 때에는 이를 감사반장 또는 감사담당관에게 즉시 보고하여야 한다.,"An audit official shall, when he/she receives a request from an employee of the agency subject to audit or an interested person in relation to the case, report it immediately to the audit team leader or the audit officer."
감사공무원은 투기행위나 불건전한 부업 등 주위로부터 지탄받을 행위를 하여서는 아니 된다.,An audit official shall not engage of acts drawing criticism from his/her surroundings such as speculative activities or unhealthy side jobs.  
"감사공무원은 지연, 혈연, 학연 등의 사유로 동료 간에 파벌을 조성하는 행위를 하여서는 아니 된다.","An audit official shall not commit an act of factional formation among his/her colleagues on the grounds of regional relation, blood ties, school ties, etc."
감사공무원은 주변으로부터 지탄의 대상이 되는 행위는 하지 아니하며 공직자의 명예를 위하여 불의와 타협하지 아니한다.,"A public official for audit and inspection shall not engage in activities that are subject to criticism, and shall not compromise with injustice for the honor of a public official."
감독위탁공사 업무는 서울특별시 또는 구로구가 출연하는 기관 및 다른 행정기관·법인·단체에 위탁할 수 있다.,"Entrusted construction supervision may be entrusted to an institution funded by Seoul Metropolitan Government or Guro-gu, and other administrative agencies, corporations, or organizations."
감독업무는 건설공사의 품질 확보 및 향상을 위하여 「건설기술 진흥법 시행령」 제59조제3항의 건설사업관리 업무 중 특별히 필요한 사항을 위탁협약에서 정할 수 있다.,"In order to secure and improve the quality of construction work, entrustment agreements may prescribe matters necessary for the construction project management under Article 59 (3) of the Enforcement Decree of the Construction Technology Promotion Act."
